source_document,source_page,source_citation,measurement_name,body_region,measurement_method_note,population,country,sex,age_group,sample_size,stat_type,percentile,value_cm,value_mm,value_in,data_quality_note
"Dutch elderly hand anthropometry, DINED geron1998 dataset, TU Delft",,"Molenbroek JFM. (1998). Geron study on Dutch elderly anthropometry. Data retrieved from DINED database (geron1998), TU Delft, https://dined.io.tudelft.nl",Thumb breadth,hand,Traditional anthropometry; DINED geron1998 dataset; mean and SD per 5-year age band (50-54 through 80+) and sex; no percentiles in database,Dutch elderly (TU Delft Geron 1998 study),Netherlands,combined,80+,,mean,,2.3,23,0.9055,Sample size per age/sex group not published in DINED web interface; no percentiles available from database interface
"Dutch elderly hand anthropometry, DINED geron1998 dataset, TU Delft",,"Molenbroek JFM. (1998). Geron study on Dutch elderly anthropometry. Data retrieved from DINED database (geron1998), TU Delft, https://dined.io.tudelft.nl",Thumb breadth,hand,Traditional anthropometry; DINED geron1998 dataset; mean and SD per 5-year age band (50-54 through 80+) and sex; no percentiles in database,Dutch elderly (TU Delft Geron 1998 study),Netherlands,combined,80+,,std_dev,,0.3,3,0.1181,Sample size per age/sex group not published in DINED web interface; no percentiles available from database interface
"Dutch elderly hand anthropometry, DINED geron1998 dataset, TU Delft",,"Molenbroek JFM. (1998). Geron study on Dutch elderly anthropometry. Data retrieved from DINED database (geron1998), TU Delft, https://dined.io.tudelft.nl",Forefinger breadth,hand,Traditional anthropometry; DINED geron1998 dataset; mean and SD per 5-year age band (50-54 through 80+) and sex; no percentiles in database,Dutch elderly (TU Delft Geron 1998 study),Netherlands,combined,80+,,mean,,1.8,18,0.7087,Sample size per age/sex group not published in DINED web interface; no percentiles available from database interface
"Dutch elderly hand anthropometry, DINED geron1998 dataset, TU Delft",,"Molenbroek JFM. (1998). Geron study on Dutch elderly anthropometry. Data retrieved from DINED database (geron1998), TU Delft, https://dined.io.tudelft.nl",Forefinger breadth,hand,Traditional anthropometry; DINED geron1998 dataset; mean and SD per 5-year age band (50-54 through 80+) and sex; no percentiles in database,Dutch elderly (TU Delft Geron 1998 study),Netherlands,combined,80+,,std_dev,,0.2,2,0.0787,Sample size per age/sex group not published in DINED web interface; no percentiles available from database interface
"Dutch elderly hand anthropometry, DINED geron1998 dataset, TU Delft",,"Molenbroek JFM. (1998). Geron study on Dutch elderly anthropometry. Data retrieved from DINED database (geron1998), TU Delft, https://dined.io.tudelft.nl",Grip circumference,hand,Traditional anthropometry; DINED geron1998 dataset; mean and SD per 5-year age band (50-54 through 80+) and sex; no percentiles in database,Dutch elderly (TU Delft Geron 1998 study),Netherlands,combined,80+,,mean,,11.9,119,4.685,Sample size per age/sex group not published in DINED web interface; no percentiles available from database interface
"Dutch elderly hand anthropometry, DINED geron1998 dataset, TU Delft",,"Molenbroek JFM. (1998). Geron study on Dutch elderly anthropometry. Data retrieved from DINED database (geron1998), TU Delft, https://dined.io.tudelft.nl",Grip circumference,hand,Traditional anthropometry; DINED geron1998 dataset; mean and SD per 5-year age band (50-54 through 80+) and sex; no percentiles in database,Dutch elderly (TU Delft Geron 1998 study),Netherlands,combined,80+,,std_dev,,1.2,12,0.4724,Sample size per age/sex group not published in DINED web interface; no percentiles available from database interface
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Hand length,hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,female,20-30,,mean,,17.7,177,6.9685,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Hand length,hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,female,20-30,,std_dev,,0.8,8,0.315,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Hand width (without thumb),hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,female,20-30,,mean,,7.9,79,3.1102,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Hand width (without thumb),hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,female,20-30,,std_dev,,0.4,4,0.1575,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Thumb breadth,hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,female,20-30,,mean,,2.0,20,0.7874,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Thumb breadth,hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,female,20-30,,std_dev,,0.1,1,0.0394,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Forefinger breadth,hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,female,20-30,,mean,,1.5,15,0.5906,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Forefinger breadth,hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,female,20-30,,std_dev,,0.1,1,0.0394,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Hand width (with thumb),hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,female,20-30,,mean,,8.9,89,3.5039,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Hand width (with thumb),hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,female,20-30,,std_dev,,0.8,8,0.315,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Hand thickness,hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,female,20-30,,mean,,2.5,25,0.9843,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Hand thickness,hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,female,20-30,,std_dev,,0.3,3,0.1181,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Grip circumference,hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,female,20-30,,mean,,12.2,122,4.8031,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Grip circumference,hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,female,20-30,,std_dev,,0.9,9,0.3543,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Hand length,hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,male,20-30,,mean,,19.7,197,7.7559,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Hand length,hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,male,20-30,,std_dev,,1.1,11,0.4331,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Hand width (without thumb),hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,male,20-30,,mean,,9.1,91,3.5827,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Hand width (without thumb),hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,male,20-30,,std_dev,,0.5,5,0.1969,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Thumb breadth,hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,male,20-30,,mean,,2.3,23,0.9055,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Thumb breadth,hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,male,20-30,,std_dev,,0.2,2,0.0787,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Forefinger breadth,hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,male,20-30,,mean,,1.8,18,0.7087,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Forefinger breadth,hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,male,20-30,,std_dev,,0.1,1,0.0394,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Hand width (with thumb),hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,male,20-30,,mean,,10.8,108,4.252,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Hand width (with thumb),hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,male,20-30,,std_dev,,0.4,4,0.1575,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Hand thickness,hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,male,20-30,,mean,,2.8,28,1.1024,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Hand thickness,hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,male,20-30,,std_dev,,0.2,2,0.0787,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Grip circumference,hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,male,20-30,,mean,,13.5,135,5.315,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Grip circumference,hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,male,20-30,,std_dev,,1.3,13,0.5118,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Hand length,hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,combined,20-30,,mean,,18.6,186,7.3228,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Hand length,hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,combined,20-30,,std_dev,,1.4,14,0.5512,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Hand width (without thumb),hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,combined,20-30,,mean,,8.4,84,3.3071,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Hand width (without thumb),hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,combined,20-30,,std_dev,,0.8,8,0.315,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Thumb breadth,hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,combined,20-30,,mean,,2.1,21,0.8268,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Thumb breadth,hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,combined,20-30,,std_dev,,0.2,2,0.0787,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Forefinger breadth,hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,combined,20-30,,mean,,1.6,16,0.6299,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Forefinger breadth,hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,combined,20-30,,std_dev,,0.2,2,0.0787,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Hand width (with thumb),hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,combined,20-30,,mean,,9.7,97,3.8189,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Hand width (with thumb),hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,combined,20-30,,std_dev,,0.9,9,0.3543,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
"Dutch adult hand anthropometry, DINED dined2004 dataset, TU Delft",,"Molenbroek JFM, Kroon-Ramaekers YMT, Snijders CJ. (2003). Revision of the Dutch Standard for Furniture in Schools. Ergonomics, 46(5), 491-498. Data retrieved from DINED database (dined2004), TU Delft, https://dined.io.tudelft.nl",Hand thickness,hand,"Traditional anthropometry; DINED dined2004 dataset; mean and SD per age group (20-30, 31-60, 60+) and sex; no percentiles in database",Dutch working-age adults (TU Delft DINED 2004),Netherlands,combined,20-30,,mean,,2.4,24,0.9449,Sample size per age/sex group not published in DINED web interface; no percentiles available; grip circumference only available for 20-30 age group
